81,인공지능 스피커의 사용자 만족이 지속적 사용의도에 미치는 영향 : 감정적 애착의 매개효과를 중심으로,조동희,홍익대학교 대학원,2019,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=b88cfc70fb74aec9ffe0bdc3ef48d419&keyword=인공지능
82,인공지능 영화 속에 나타난 미래세계의 상상적 공간특성 연구,박성춘,국민대학교 디자인대학원,2019,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=1397197d0311a58effe0bdc3ef48d419&keyword=인공지능
83,인공지능에 의한 예술 창작의 가능성 연구,장소영,중앙대학교 대학원,2019,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=aafc1a0435f36753ffe0bdc3ef48d419&keyword=인공지능
84,인공지능과 인간의 커뮤니케이션 가능성과 예술 : 니클라스 루만의 커뮤니케이션 이론과 우연성 개념을 중심으로,윤하민,연세대학교 커뮤니케이션대학원,2022,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=bd45f7f4158ea91dffe0bdc3ef48d419&keyword=인공지능
85,의료용 인공지능의 허가에 대한 비교제도론적 고찰 : 미국·유럽·중국·일본을 중심으로,오지현,연세대학교 보건대학원,2016,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=7f816cc40da49599ffe0bdc3ef48d419&keyword=인공지능
87,인공지능 바둑프로그램 참여 동기가 초등학생의 학업적 그릿과 대인관계 성향에 미치는 영향,김기범,전남대학교,2021,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=b2d4ffcfc78bd7cbffe0bdc3ef48d419&keyword=인공지능
88,"인공지능 스피커의 의인화와 자기노출이 1인가구의 주관적 행복감과 우울 감소, 삶의 질에 미치는 영향",이정원,홍익대학교 산업미술대학원,2020,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=2095f8bc8a277a75ffe0bdc3ef48d419&keyword=인공지능
90,인공지능 윤리 : 지각된 인공지능 자유의지가 인공지능의 윤리적 책임에 미치는 영향을 중심으로,안정용,고려대학교 대학원,2021,국내박사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=b3c658fc002fca55ffe0bdc3ef48d419&keyword=인공지능
91,인공지능을 위한 심전도 데이터 표준 요소 구축에 관한 연구,임성준,연세대학교 대학원,2020,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=d1992bb6907bb982ffe0bdc3ef48d419&keyword=인공지능
92,인공지능을 이용한 특허 정보 시스템에 관한 연구,류재호,고려대학교 공학대학원,2020,국내석사,http://www.riss.kr/search/detail/DetailView.do?p_mat_type=be54d9b8bc7cdb09&control_no=9de1467e04267aabffe0bdc3ef48d419&keyword=인공지능
